county,year,total_postings,mention_specialized,mention_software,mention_common,n_corporate,n_university,n_federal_lab,n_government,n_staffing,n_unclassified,n_remote,n_hybrid,n_onsite,share_remote,share_hybrid,share_onsite,share_specialized,share_software,share_common,mean_skills_per_posting,n_distinct_skills,n_rca_skills,avg_ubiquity,skill_hhi,skill_entropy,eci,fitness,skill_density,skill_coherence,avg_centrality,corp_n_rca_skills,univ_n_rca_skills,fede_n_rca_skills,gove_n_rca_skills,staf_n_rca_skills,rucc_2023,rucc_tier
02068,2018,458,2439,135,2482,269,0,0,36,59,94,6,17,435,0.0131004,0.0371179,0.949782,0.482397,0.0267009,0.490902,11.0393,726.0,557.0,853.943,0.0106988,7.987,-0.491314,4.9788e-8,0.018853,0.219794,0.0694921,129.0,,,90.0,38.0,9,rural
02070,2018,475,3407,69,825,106,23,0,11,212,123,0,4,471,0.0,0.00842105,0.991579,0.792141,0.0160428,0.191816,9.05474,743.0,568.0,896.895,0.00972511,8.034,-0.526725,2.87194e-8,0.0194427,0.23718,0.0706087,100.0,18.0,,16.0,52.0,9,rural
02090,2018,9430,66971,4248,42577,4359,730,40,388,1492,2421,224,72,9132,0.023754,0.00763521,0.968399,0.588518,0.03733,0.374152,12.0674,5113.0,3146.0,495.817,0.00340842,10.0337,-0.335041,0.0000407687,0.111916,0.15538,0.0798276,1390.0,630.0,91.0,474.0,485.0,3,small_metro
20999,2018,2791,18155,1927,13965,1823,246,18,191,322,191,51,18,2720,0.018273,0.0064493,0.974561,0.533233,0.0565982,0.410168,12.1989,3610.0,2310.0,582.829,0.00362269,9.9372,-0.511674,0.0000259551,0.0833361,0.17216,0.0797628,954.0,164.0,49.0,109.0,297.0,,
02100,2018,160,1177,19,401,33,0,0,6,48,73,2,1,157,0.0125,0.00625,0.98125,0.737007,0.0118973,0.251096,9.98125,452.0,380.0,955.067,0.00783051,7.86817,-0.460647,1.44374e-8,0.0127394,0.242902,0.0678671,17.0,,,3.0,20.0,9,rural
21001,2018,357,1814,38,976,203,27,0,14,75,38,1,0,356,0.00280112,0.0,0.997199,0.641443,0.0134371,0.34512,7.92157,557.0,441.0,1131.67,0.00649471,8.0803,-0.629571,5.52441e-9,0.0138998,0.285685,0.0652877,138.0,19.0,,8.0,25.0,7,rural
21003,2018,573,2381,146,1435,350,3,0,4,114,102,1,1,571,0.0017452,0.0017452,0.99651,0.600959,0.0368501,0.362191,6.91448,683.0,535.0,1056.61,0.00573354,8.34956,-0.681514,8.60811e-9,0.0167962,0.275691,0.0659327,209.0,,,,40.0,3,small_metro
21005,2018,771,3474,155,2526,456,2,0,3,160,150,3,2,766,0.00389105,0.00259403,0.993515,0.564419,0.0251828,0.410398,7.98314,932.0,738.0,973.72,0.00575565,8.64126,-0.72977,5.07426e-8,0.0239576,0.251133,0.0691507,282.0,,,,75.0,6,nonmetro_adjacent
21007,2018,147,673,21,554,118,0,0,0,22,7,0,0,147,0.0,0.0,1.0,0.539263,0.0168269,0.44391,8.4898,299.0,259.0,1293.54,0.0128115,7.19096,-0.525947,1.10144e-9,0.00804607,0.328523,0.0627231,90.0,,,,15.0,3,small_metro
21009,2018,1702,7641,365,4896,1056,21,0,17,471,137,8,6,1688,0.00470035,0.00352526,0.991774,0.592234,0.0282902,0.379476,7.58049,1572.0,1133.0,863.583,0.00513596,9.01636,-0.827234,1.31909e-7,0.0371149,0.231945,0.0722165,439.0,5.0,,5.0,158.0,6,nonmetro_adjacent
21011,2018,160,719,10,475,112,0,0,1,32,15,2,0,158,0.0125,0.0,0.9875,0.597176,0.00830565,0.394518,7.525,344.0,303.0,1258.83,0.00684181,7.78088,-0.535532,2.42899e-9,0.00968158,0.315427,0.0649636,95.0,,,,28.0,8,nonmetro_adjacent
21013,2018,1049,6876,330,3922,783,5,0,24,157,80,5,3,1040,0.00476644,0.00285987,0.99142,0.617901,0.0296549,0.352444,10.6082,1385.0,1017.0,861.947,0.00465243,8.96061,-0.773553,7.29695e-8,0.0338323,0.230356,0.0722461,454.0,3.0,,20.0,49.0,7,rural
21015,2018,15657,80421,7580,63234,10542,79,4,84,3576,1372,68,151,15430,0.00434311,0.00964425,0.985502,0.531762,0.0501207,0.418117,9.65926,5197.0,2615.0,526.099,0.00480595,9.61451,-0.288975,0.0000750031,0.0966332,0.161121,0.0808975,1649.0,54.0,1.0,96.0,874.0,1,large_metro
21017,2018,1731,8044,257,4625,1313,35,0,1,183,199,7,3,1719,0.00404391,0.0017331,0.993068,0.622312,0.0198824,0.357806,7.46736,1080.0,710.0,970.517,0.0048827,8.63538,-0.684029,2.89406e-8,0.0233869,0.257585,0.070087,390.0,34.0,,0.0,99.0,2,small_metro
21019,2018,2451,12405,559,8252,1673,38,3,52,518,167,19,4,2428,0.00775194,0.00163199,0.990616,0.5847,0.026348,0.388952,8.65606,2095.0,1509.0,805.41,0.00520896,9.2296,-0.921478,1.78642e-7,0.048922,0.227424,0.0738876,699.0,16.0,2.0,69.0,232.0,2,small_metro
21021,2018,1624,8647,361,6016,1192,40,0,18,280,94,7,5,1611,0.00431034,0.00307882,0.991995,0.575546,0.0240282,0.400426,9.25123,1695.0,1211.0,849.625,0.00492116,9.13609,-0.844759,2.00001e-7,0.0392264,0.235141,0.0722107,555.0,59.0,,12.0,179.0,7,rural
21023,2018,101,239,8,190,86,0,0,0,8,7,1,1,96,0.00990099,0.00990099,0.950495,0.546911,0.0183066,0.434783,4.32673,176.0,169.0,1396.25,0.0128136,6.99136,-0.444215,3.64941e-10,0.00523628,0.349654,0.0613841,47.0,,,,2.0,1,large_metro
21025,2018,335,1636,32,705,211,8,0,13,70,33,11,0,324,0.0328358,0.0,0.967164,0.689423,0.013485,0.297092,7.08358,571.0,459.0,1130.2,0.00623268,8.22154,-0.60221,2.00605e-8,0.0147096,0.288955,0.0666244,158.0,11.0,,25.0,32.0,9,rural
21027,2018,228,646,16,517,152,2,0,2,28,44,3,1,224,0.0131579,0.00438596,0.982456,0.547922,0.0135708,0.438507,5.17105,331.0,293.0,1297.41,0.0102105,7.48754,-0.548132,2.34642e-9,0.00900032,0.329369,0.0625026,79.0,,,,4.0,8,nonmetro_adjacent
21029,2018,4723,21901,1807,16415,3130,20,0,9,859,705,20,49,4650,0.0042346,0.0103748,0.984544,0.545847,0.0450365,0.409117,8.49524,2540.0,1514.0,701.316,0.00510832,9.1801,-0.643391,0.00000102863,0.0531218,0.192845,0.0764173,868.0,17.0,,2.0,266.0,1,large_metro
21031,2018,280,1018,25,395,173,9,0,2,74,22,3,0,277,0.0107143,0.0,0.989286,0.707928,0.0173853,0.274687,5.13571,351.0,283.0,1256.07,0.00801511,7.62426,-0.544546,1.4915e-9,0.00884006,0.322227,0.0632968,85.0,1.0,,,25.0,3,small_metro
21033,2018,492,2616,133,1715,341,9,0,15,93,34,1,0,491,0.00203252,0.0,0.997967,0.586021,0.0297939,0.384185,9.07317,706.0,539.0,1095.83,0.00592855,8.41429,-0.707023,7.51164e-9,0.0167831,0.293948,0.0658951,257.0,9.0,,6.0,85.0,7,rural
21035,2018,1493,7675,480,6215,893,282,0,8,221,89,7,6,1480,0.00468855,0.00401875,0.991293,0.534099,0.0334029,0.432498,9.62492,1639.0,1135.0,808.511,0.00574068,8.90014,-0.734975,4.11965e-7,0.0382921,0.215967,0.0731312,385.0,188.0,,4.0,112.0,7,rural
21037,2018,6142,28275,3195,22385,3914,584,2,39,676,927,54,81,5996,0.00879192,0.0131879,0.976229,0.525021,0.059326,0.415653,8.76832,3623.0,2001.0,550.612,0.00481935,9.59901,-0.331344,0.0000223531,0.0753722,0.160815,0.0802084,872.0,380.0,,68.0,363.0,1,large_metro
21039,2018,80,261,25,115,58,1,0,2,5,14,3,0,77,0.0375,0.0,0.9625,0.650873,0.0623441,0.286783,5.0125,201.0,186.0,1112.83,0.00932208,7.3132,-0.343326,5.36222e-8,0.00586239,0.257759,0.0613597,21.0,,,,2.0,3,small_metro
21041,2018,874,5354,284,3424,541,0,0,13,253,67,2,8,863,0.00228833,0.00915332,0.987414,0.590819,0.0313397,0.377842,10.3684,1309.0,987.0,834.628,0.0042521,9.06793,-0.713497,7.87357e-8,0.0329506,0.227459,0.0719947,429.0,,,8.0,163.0,6,nonmetro_adjacent
21043,2018,543,2923,68,1758,343,20,0,20,125,35,4,2,537,0.00736648,0.00368324,0.98895,0.615498,0.0143188,0.370183,8.74586,713.0,565.0,1135.52,0.00689731,8.21672,-0.743974,7.17698e-9,0.0175384,0.299073,0.0661362,241.0,31.0,,12.0,34.0,2,small_metro
21045,2018,262,1413,16,767,169,0,0,12,63,18,1,0,259,0.00381679,0.0,0.98855,0.643443,0.00728597,0.349271,8.38168,371.0,297.0,1290.15,0.0081399,7.58784,-0.560915,1.71253e-9,0.00923112,0.326968,0.0633231,113.0,,,4.0,25.0,9,rural
21047,2018,5300,31422,1989,17799,3093,72,20,90,712,1313,105,39,5154,0.0198113,0.00735849,0.972453,0.613591,0.0388401,0.347569,9.66226,3412.0,2244.0,633.709,0.00381154,9.82287,-0.724181,0.00000689776,0.0750562,0.181066,0.0760502,1124.0,75.0,36.0,75.0,370.0,2,small_metro
21049,2018,3584,22395,932,14745,2568,54,0,13,538,411,15,21,3547,0.00418527,0.00585938,0.989676,0.588228,0.0244799,0.387293,10.6228,2364.0,1462.0,713.542,0.00538729,9.17566,-0.704618,5.14814e-7,0.0502999,0.196949,0.0752503,799.0,58.0,,27.0,299.0,2,small_metro
02105,2018,242,1861,24,313,40,0,0,15,141,46,2,1,239,0.00826446,0.00413223,0.987603,0.846679,0.010919,0.142402,9.08264,427.0,326.0,935.782,0.017281,7.05418,-0.415209,4.23666e-9,0.0109813,0.245666,0.0678147,37.0,,,22.0,46.0,9,rural
21051,2018,619,3057,55,1533,483,4,1,20,72,39,4,0,615,0.00646204,0.0,0.993538,0.658127,0.0118407,0.330032,7.50404,703.0,520.0,1003.95,0.00850208,8.05046,-0.593776,1.45764e-8,0.0171478,0.25701,0.0684137,206.0,10.0,,19.0,30.0,9,rural
21053,2018,244,1318,21,577,128,0,0,5,80,31,0,0,244,0.0,0.0,1.0,0.687891,0.0109603,0.301148,7.85246,448.0,372.0,1216.71,0.00665966,7.93148,-0.624453,2.42074e-9,0.0115274,0.302862,0.063893,95.0,,,,54.0,9,rural
21055,2018,191,1047,18,384,125,1,0,2,53,10,1,0,189,0.0052356,0.0,0.989529,0.722567,0.0124224,0.26501,7.58639,349.0,280.0,1303.88,0.00998999,7.41039,-0.547964,1.39014e-9,0.00873165,0.3319,0.0633567,78.0,,,,19.0,8,nonmetro_adjacent
21057,2018,96,360,5,212,68,0,0,1,20,7,0,0,96,0.0,0.0,1.0,0.623917,0.00866551,0.367418,6.01042,179.0,161.0,1456.33,0.0132791,6.83303,-0.453046,3.96285e-10,0.00493155,0.354618,0.0607686,51.0,,,,8.0,9,rural
21059,2018,7316,45735,4327,33805,4990,201,1,49,1249,826,93,54,7159,0.0127119,0.00738108,0.97854,0.545328,0.0515936,0.403079,11.4635,4337.0,2313.0,485.41,0.00407192,9.7298,-0.0420324,0.0000397758,0.0908059,0.160337,0.0837736,1318.0,55.0,0.0,62.0,487.0,3,small_metro
21061,2018,214,1445,25,724,149,1,0,38,13,13,3,0,211,0.0140187,0.0,0.985981,0.658614,0.0113947,0.329991,10.2523,448.0,371.0,1090.69,0.00705413,7.93731,-0.497691,6.41978e-9,0.0121914,0.266574,0.0667779,125.0,,,57.0,4.0,3,small_metro
21063,2018,108,584,2,424,93,1,0,5,3,6,1,0,107,0.00925926,0.0,0.990741,0.578218,0.0019802,0.419802,9.35185,242.0,217.0,1392.2,0.00998137,7.19637,-0.498389,7.40483e-10,0.00674278,0.35461,0.0623502,105.0,,,3.0,0.0,8,nonmetro_adjacent
21065,2018,350,1451,65,799,250,1,0,3,71,25,3,1,346,0.00857143,0.00285714,0.988571,0.626782,0.0280778,0.34514,6.61429,454.0,374.0,1173.73,0.00752441,7.86199,-0.575857,6.02616e-9,0.0118805,0.293123,0.0652163,149.0,,,,20.0,8,nonmetro_adjacent
21067,2018,57445,355862,38900,256559,36195,5123,97,855,8305,6870,1684,558,55163,0.029315,0.00971364,0.960275,0.54637,0.0597248,0.393906,11.3382,10694.0,4926.0,376.808,0.00371035,10.2811,0.931965,0.0190727,0.192569,0.129983,0.0838636,3137.0,1350.0,146.0,604.0,1804.0,2,small_metro
21069,2018,525,1614,28,1119,430,4,0,1,50,40,5,0,520,0.00952381,0.0,0.990476,0.584571,0.0101413,0.405288,5.25905,401.0,325.0,1236.4,0.00794412,7.72073,-0.574088,1.94634e-9,0.0102599,0.312382,0.0644995,157.0,10.0,,,24.0,9,rural
21071,2018,966,4182,176,2723,568,27,0,20,305,46,8,1,957,0.00828157,0.0010352,0.990683,0.590595,0.0248552,0.38455,7.33023,1124.0,856.0,913.899,0.00530941,8.7846,-0.750565,4.71487e-8,0.0278485,0.242279,0.0700578,305.0,15.0,,19.0,100.0,7,rural
21073,2018,6511,63474,11324,33362,3845,200,97,240,1481,648,770,15,5716,0.118261,0.00230379,0.877899,0.586853,0.104697,0.30845,16.6119,5979.0,3364.0,303.647,0.00246539,10.5209,0.94387,0.000186905,0.139863,0.149061,0.0878262,1886.0,196.0,160.0,160.0,722.0,4,nonmetro_adjacent
21075,2018,223,892,27,648,187,0,0,1,28,7,0,0,223,0.0,0.0,1.0,0.569241,0.0172304,0.413529,7.02691,409.0,353.0,1252.55,0.00705155,7.88306,-0.603143,3.18364e-9,0.0110673,0.317059,0.0644729,127.0,,,,14.0,9,rural
21077,2018,214,1013,149,988,160,0,0,0,26,28,2,0,210,0.00934579,0.0,0.981308,0.471163,0.0693023,0.459535,10.0467,361.0,285.0,1134.22,0.00808394,7.62664,-0.518248,2.48156e-9,0.00897417,0.288292,0.06342,131.0,,,,19.0,1,large_metro
21079,2018,233,990,11,487,128,1,0,6,63,35,1,4,228,0.00429185,0.0171674,0.978541,0.665323,0.00739247,0.327285,6.38627,340.0,291.0,1297.82,0.00890005,7.48523,-0.545676,1.97227e-9,0.00908039,0.327933,0.0635206,78.0,,,9.0,21.0,8,nonmetro_adjacent
21081,2018,685,2458,102,1614,501,0,0,7,85,92,3,8,673,0.00437956,0.0116788,0.982482,0.588884,0.024437,0.386679,6.09343,756.0,597.0,1103.47,0.00615499,8.43866,-0.757808,6.9271e-9,0.0184459,0.291872,0.0660262,230.0,,,4.0,48.0,1,large_metro
21083,2018,1715,9073,198,5224,1460,2,0,9,144,100,5,18,1692,0.00291545,0.0104956,0.986589,0.62594,0.0136599,0.3604,8.45189,1145.0,777.0,1015.12,0.00562202,8.58976,-0.763347,3.12667e-8,0.0247691,0.274701,0.0692193,449.0,,,6.0,81.0,6,nonmetro_adjacent
21085,2018,606,3327,146,2015,421,1,0,13,90,81,3,0,603,0.00495049,0.0,0.995049,0.606232,0.0266035,0.367165,9.05611,817.0,637.0,1069.14,0.00608583,8.48627,-0.729808,1.60018e-8,0.0201076,0.280538,0.0674211,291.0,,,11.0,30.0,6,nonmetro_adjacent
21087,2018,219,1241,16,545,115,0,0,2,87,15,1,0,218,0.00456621,0.0,0.995434,0.688679,0.00887902,0.302442,8.22831,330.0,272.0,1359.05,0.00831977,7.50374,-0.577342,1.22772e-9,0.00829933,0.356324,0.062209,109.0,,,,31.0,8,nonmetro_adjacent
21089,2018,428,2335,83,1432,310,9,0,9,80,20,5,4,419,0.0116822,0.00934579,0.978972,0.606494,0.0215584,0.371948,8.99533,678.0,555.0,1135.4,0.0055969,8.39594,-0.726326,7.01463e-9,0.0173008,0.292398,0.0661071,236.0,11.0,,4.0,40.0,2,small_metro
21091,2018,304,2891,206,1706,265,1,0,0,28,10,1,0,303,0.00328947,0.0,0.996711,0.601915,0.0428899,0.355195,15.7993,748.0,587.0,869.224,0.00622221,8.38059,-0.529788,2.05727e-8,0.0202657,0.238812,0.0715152,299.0,,,,20.0,8,nonmetro_adjacent
21093,2018,9123,58840,9077,31868,4831,804,55,99,1173,2161,82,45,8995,0.00898827,0.00493259,0.98597,0.589668,0.0909656,0.319367,10.9377,4400.0,2372.0,498.897,0.00300531,10.0987,-0.215866,0.0000191412,0.0880325,0.150659,0.0794977,1223.0,318.0,140.0,95.0,492.0,3,small_metro
21095,2018,693,2474,63,1772,431,30,0,7,192,33,4,0,688,0.00577201,0.0,0.992785,0.574147,0.0146206,0.411232,6.21789,788.0,624.0,1012.82,0.00600744,8.45383,-0.678709,1.26154e-8,0.0202172,0.269296,0.0685243,244.0,13.0,,2.0,72.0,7,rural
21097,2018,545,2582,163,1462,318,1,0,8,109,109,4,3,537,0.00733945,0.00550459,0.985321,0.613739,0.0387449,0.347516,7.71927,830.0,633.0,896.895,0.00537476,8.69076,-0.607857,2.99036e-8,0.0213631,0.225594,0.0700888,258.0,,,2.0,54.0,6,nonmetro_adjacent
21099,2018,527,2611,134,1981,448,2,0,1,38,38,0,0,527,0.0,0.0,1.0,0.552476,0.0283538,0.419171,8.96774,593.0,471.0,1164.32,0.00694092,8.07129,-0.660961,6.09708e-9,0.0148699,0.307262,0.066205,253.0,0.0,,,23.0,8,nonmetro_adjacent
02110,2018,9710,100516,14903,56152,5708,298,97,841,1000,1766,741,23,8917,0.0763131,0.00236869,0.918332,0.585857,0.086862,0.327281,17.6695,7248.0,4189.0,282.324,0.00265759,10.5121,1.36013,0.000359087,0.173341,0.152711,0.0893131,2308.0,281.0,162.0,678.0,417.0,5,rural
21101,2018,2263,11764,591,7516,1506,60,0,133,335,229,29,7,2226,0.0128148,0.00309324,0.98365,0.592019,0.0297418,0.37824,8.78082,2061.0,1420.0,813.197,0.00432166,9.36341,-0.88279,2.51402e-7,0.045663,0.227438,0.0728716,646.0,23.0,,73.0,200.0,4,nonmetro_adjacent
21103,2018,486,1605,33,1093,347,0,0,6,76,57,4,1,481,0.00823045,0.00205761,0.989712,0.587697,0.0120835,0.40022,5.61934,514.0,415.0,1138.15,0.00685499,8.08738,-0.60728,4.77749e-9,0.0134138,0.284507,0.0665914,169.0,,,3.0,18.0,1,large_metro
21105,2018,95,465,35,250,76,0,0,2,12,5,0,0,95,0.0,0.0,1.0,0.62,0.0466667,0.333333,7.89474,252.0,219.0,1216.61,0.00819556,7.49011,-0.43681,1.58444e-9,0.00701456,0.292093,0.063733,66.0,,,,22.0,8,nonmetro_adjacent
21107,2018,1699,8732,408,6265,1178,41,0,46,244,190,8,4,1687,0.00470865,0.00235433,0.992937,0.566829,0.0264849,0.406686,9.0671,1703.0,1230.0,888.871,0.005521,9.04182,-0.907192,7.68866e-8,0.0392511,0.246429,0.0721366,535.0,19.0,,29.0,112.0,5,rural
21109,2018,93,289,0,344,76,3,0,2,4,8,3,0,90,0.0322581,0.0,0.967742,0.456556,0.0,0.543444,6.80645,179.0,168.0,1458.03,0.0128703,6.83398,-0.439692,4.64864e-10,0.00529497,0.356932,0.0626109,60.0,1.0,,,3.0,9,rural
21111,2018,131316,836698,112459,599465,85893,3698,222,1944,19984,19575,2693,1277,127251,0.0205078,0.00972463,0.969044,0.540285,0.0726188,0.387096,11.7931,13077.0,5198.0,346.732,0.00355135,10.3506,1.34643,0.241259,0.206831,0.119372,0.0825651,4167.0,989.0,276.0,1131.0,2502.0,1,large_metro
21113,2018,4051,15234,1024,12763,2552,308,0,43,333,815,14,45,3988,0.00345594,0.0111084,0.984448,0.52493,0.0352848,0.439785,7.16391,2377.0,1540.0,725.209,0.00526742,9.23416,-0.709051,0.00000130696,0.0527925,0.197978,0.0753484,697.0,151.0,,26.0,208.0,2,small_metro
21115,2018,437,1732,87,1363,344,22,0,9,44,18,4,1,432,0.00915332,0.00228833,0.988558,0.544312,0.0273413,0.428347,7.28146,705.0,576.0,1049.92,0.0072645,8.36634,-0.675798,2.73159e-8,0.0183905,0.271743,0.0671794,174.0,33.0,,5.0,16.0,7,rural
21117,2018,13700,75869,9550,61053,9585,103,7,315,2270,1420,101,148,13439,0.00737226,0.0108029,0.980949,0.517976,0.0652002,0.416824,10.6914,5392.0,2714.0,503.583,0.00431137,9.86592,-0.129186,0.000381489,0.102847,0.152784,0.0817632,1753.0,110.0,13.0,242.0,823.0,1,large_metro
21119,2018,138,555,7,489,96,2,0,3,29,8,1,0,137,0.00724638,0.0,0.992754,0.528068,0.00666032,0.465271,7.61594,269.0,237.0,1299.22,0.0108845,7.23718,-0.483984,9.00035e-10,0.00754032,0.315163,0.0638813,63.0,0.0,,,39.0,9,rural
21121,2018,592,2914,235,1952,331,30,0,12,93,126,23,10,559,0.0388514,0.0168919,0.944257,0.571261,0.0460694,0.38267,8.61655,1017.0,794.0,792.368,0.00478355,8.91453,-0.510632,0.00000181159,0.0275971,0.192275,0.071747,272.0,25.0,,26.0,53.0,7,rural
21123,2018,246,1285,15,609,167,0,0,8,48,23,1,1,244,0.00406504,0.00406504,0.99187,0.673127,0.00785752,0.319015,7.76016,382.0,325.0,1290.25,0.00849248,7.61066,-0.597845,2.23357e-9,0.00995463,0.328306,0.0627365,97.0,,,5.0,19.0,3,small_metro
21125,2018,1717,9028,449,7120,1318,6,0,20,285,88,7,18,1692,0.00407688,0.0104834,0.98544,0.543954,0.0270531,0.428993,9.66628,1550.0,1094.0,874.226,0.00528525,8.9732,-0.773889,1.89406e-7,0.0359443,0.235633,0.0721623,535.0,8.0,,17.0,179.0,5,rural
21127,2018,367,1758,25,795,290,0,0,5,53,19,2,1,364,0.00544959,0.0027248,0.991826,0.681924,0.00969744,0.308379,7.02452,505.0,417.0,1219.11,0.00650579,8.09362,-0.640464,3.06731e-9,0.013126,0.326978,0.0656562,197.0,,,,29.0,2,small_metro
21129,2018,205,938,51,644,136,1,0,46,12,10,0,0,205,0.0,0.0,1.0,0.574403,0.0312309,0.394366,7.96585,342.0,298.0,1243.71,0.00802381,7.65327,-0.537436,1.6746e-9,0.0094101,0.321254,0.064226,122.0,,,36.0,0.0,9,rural
21131,2018,220,840,13,548,136,3,0,2,75,4,3,0,217,0.0136364,0.0,0.986364,0.599572,0.00927909,0.391149,6.36818,345.0,301.0,1241.5,0.0075,7.72047,-0.529756,2.48216e-9,0.0095255,0.307797,0.0642616,105.0,,,,50.0,9,rural
21133,2018,394,1859,89,1207,282,7,0,2,83,20,1,0,393,0.00253807,0.0,0.997462,0.589223,0.0282092,0.382567,8.00761,593.0,491.0,1076.81,0.006112,8.26236,-0.610177,1.06924e-8,0.0158096,0.276704,0.066928,206.0,3.0,,,50.0,9,rural
21135,2018,122,637,17,491,94,2,0,0,19,7,2,0,120,0.0163934,0.0,0.983607,0.556332,0.0148472,0.428821,9.38525,259.0,228.0,1371.33,0.00806163,7.45045,-0.528818,6.65213e-10,0.00711862,0.342279,0.0627608,111.0,,,,10.0,8,nonmetro_adjacent
21137,2018,392,2078,53,1289,261,0,0,8,91,32,5,1,385,0.0127551,0.00255102,0.982143,0.607602,0.0154971,0.376901,8.72449,585.0,443.0,1174.57,0.00644609,8.11971,-0.64544,8.34647e-9,0.0138999,0.303353,0.06538,182.0,,,24.0,46.0,9,rural
21139,2018,194,1075,23,597,168,1,0,3,13,9,1,0,193,0.00515464,0.0,0.994845,0.634218,0.0135693,0.352212,8.73711,366.0,310.0,1173.34,0.0101061,7.50374,-0.535074,2.47602e-9,0.00988002,0.288064,0.0645476,131.0,,,0.0,4.0,3,small_metro
21141,2018,921,4949,347,2967,717,10,0,7,119,68,3,12,906,0.00325733,0.0130293,0.983713,0.598935,0.0419944,0.359071,8.97177,1129.0,822.0,904.745,0.00452589,8.92322,-0.689377,5.89304e-8,0.027142,0.235318,0.0704003,388.0,11.0,,3.0,71.0,6,nonmetro_adjacent
21143,2018,184,1121,21,637,127,1,0,12,18,26,1,0,183,0.00543478,0.0,0.994565,0.630129,0.0118044,0.358066,9.66848,352.0,297.0,1281.22,0.00676464,7.74946,-0.579709,1.47341e-9,0.00924969,0.335088,0.0634829,148.0,,,6.0,15.0,8,nonmetro_adjacent
21145,2018,4057,20233,1427,14261,2974,89,7,42,638,307,25,22,4010,0.00616219,0.00542273,0.988415,0.563264,0.0397261,0.39701,8.85408,2750.0,1732.0,692.857,0.00548878,9.41311,-0.667084,0.00000102708,0.0601606,0.198175,0.0772037,911.0,15.0,9.0,61.0,271.0,3,small_metro
21147,2018,182,878,33,642,119,7,0,36,9,11,2,0,180,0.010989,0.0,0.989011,0.565357,0.0212492,0.413393,8.53297,393.0,362.0,1174.69,0.0077191,7.88089,-0.56329,3.15038e-9,0.0115015,0.290036,0.0650459,84.0,3.0,,39.0,2.0,9,rural
21149,2018,167,696,9,445,133,0,0,1,18,15,0,0,167,0.0,0.0,1.0,0.605217,0.00782609,0.386957,6.88623,329.0,289.0,1211.86,0.00880756,7.52733,-0.477267,5.6438e-9,0.00947073,0.281123,0.0660123,99.0,0.0,,,4.0,3,small_metro
21151,2018,6610,41276,3027,25613,3677,658,30,62,1130,1053,57,32,6520,0.0086233,0.00484115,0.986384,0.590366,0.0432948,0.36634,10.5773,3958.0,2496.0,601.294,0.00357824,9.91022,-0.577886,0.0000181574,0.0863384,0.174144,0.0782681,1245.0,308.0,56.0,63.0,539.0,4,nonmetro_adjacent
21153,2018,150,881,29,379,93,1,0,1,44,11,2,0,148,0.0133333,0.0,0.986667,0.683476,0.0224981,0.294026,8.59333,303.0,254.0,1251.11,0.0100432,7.36398,-0.540714,1.69301e-9,0.00762059,0.314426,0.0604836,84.0,,,,18.0,9,rural
21155,2018,1125,5608,177,2634,861,2,0,4,185,73,4,2,1119,0.00355556,0.00177778,0.994667,0.666112,0.0210239,0.312864,7.48356,979.0,737.0,960.265,0.00638465,8.55278,-0.721457,2.22335e-8,0.0237784,0.259734,0.0690654,358.0,,,1.0,100.0,6,nonmetro_adjacent
21157,2018,756,4142,254,2810,537,3,0,7,153,56,6,7,743,0.00793651,0.00925926,0.982804,0.574799,0.0352484,0.389953,9.53175,1098.0,840.0,930.831,0.00490463,8.84816,-0.747729,5.22724e-8,0.0272706,0.24292,0.0698578,354.0,0.0,,3.0,93.0,8,nonmetro_adjacent
21159,2018,140,601,5,415,96,6,0,15,20,3,0,0,140,0.0,0.0,1.0,0.588639,0.00489716,0.406464,7.29286,324.0,298.0,1243.91,0.00902977,7.56279,-0.540641,1.67706e-9,0.00954093,0.310881,0.0650204,81.0,1.0,,12.0,7.0,8,nonmetro_adjacent
21161,2018,1691,7583,199,5215,1381,31,0,2,176,101,2,8,1681,0.00118273,0.00473093,0.994086,0.583442,0.0153112,0.401246,7.68598,1154.0,784.0,949.879,0.0095772,8.37924,-0.687147,3.1118e-8,0.0256834,0.261223,0.0704423,418.0,14.0,,,80.0,6,nonmetro_adjacent
21163,2018,467,2029,248,1138,345,3,0,2,71,46,2,5,460,0.00428266,0.0107066,0.985011,0.594144,0.0726208,0.333236,7.31263,651.0,520.0,909.442,0.00546542,8.51067,-0.539031,2.41861e-8,0.0168573,0.221967,0.0663624,151.0,,,,71.0,1,large_metro
21165,2018,123,526,1,320,85,4,0,6,19,9,2,0,121,0.0162602,0.0,0.98374,0.621015,0.00118064,0.377804,6.88618,257.0,235.0,1362.96,0.00848191,7.47118,-0.525334,9.9552e-10,0.0072432,0.34764,0.0620487,67.0,2.0,,7.0,12.0,9,rural
21167,2018,805,4462,313,2754,571,4,0,23,141,66,2,2,801,0.00248447,0.00248447,0.995031,0.592642,0.0415726,0.365786,9.35279,1045.0,789.0,891.24,0.00435497,8.84498,-0.665826,8.53475e-8,0.0262269,0.226981,0.0703063,354.0,0.0,,9.0,110.0,6,nonmetro_adjacent
21169,2018,255,1239,81,781,158,36,0,1,21,39,2,0,253,0.00784314,0.0,0.992157,0.589719,0.0385531,0.371728,8.23922,516.0,413.0,972.351,0.00809682,7.93905,-0.499178,1.95823e-8,0.0139335,0.231714,0.0682854,94.0,21.0,,,9.0,9,rural
